id_source,name,address,country,cuisine,currency,delivery_cost,lat,lon,opening_hours,image_url,radius,rating,reviews_nr,delivery_options,promo,loc_type,delivery_by,delivery_time,is_mainstream_chain,mon_open,mon_close,tue_open,tue_close,wed_open,wed_close,thu_open,thu_close,fri_open,fri_close,sat_open,sat_close,sun_close,sun_open
4-C2L2AKNYEENBVX,Heytea,HEYTEA Vivo City [Islandwide Delivery],Singapore,"[""Beverages"", ""Bubble Tea"", ""Coffee & Tea"", ""Dessert""]",SGD,730.0,1.2638843019529418,103.82220139872652,"{""open"": true, ""displayedHours"": ""11:00-22:00"", ""sun"": ""11:00-22:00"", ""mon"": ""12:00-21:20"", ""tue"": ""12:00-21:20"", ""wed"": ""12:00-21:30"", ""thu"": ""12:00-21:20"", ""fri"": ""11:00-21:50"", ""sat"": ""11:00-22:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2L2AKNYEENBVX/hero/42b723d17d2a4fcdb77dbe69cb249bdb_1622077801337550098.jpeg,25000,4.6,103.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,45.0,0,1900-01-01 12:00:00,1900-01-01 21:20:00,1900-01-01 12:00:00,1900-01-01 21:20:00,1900-01-01 12:00:00,1900-01-01 21:30:00,1900-01-01 12:00:00,1900-01-01 21:20:00,1900-01-01 11:00:00,1900-01-01 21:50:00,1900-01-01 11:00:00,1900-01-01 22:00:00,1900-01-01 22:00:00,1900-01-01 11:00:00
4-CZJ1L3BWJLMUA2,Toast Box,Toast Box - VivoCity #03-01D,Singapore,"[""Local"", ""Coffee & Tea"", ""Sandwiches""]",SGD,560.0,1.2647695,103.8219071,"{""open"": true, ""displayedHours"": ""09:00-19:00"", ""sun"": ""09:00-19:00"", ""mon"": ""09:00-19:00"", ""tue"": ""09:00-19:00"", ""wed"": ""09:00-19:00"", ""thu"": ""09:00-19:00"", ""fri"": ""09:00-19:00"", ""sat"": ""09:00-19:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJ1L3BWJLMUA2/hero/45ff57d80569436ea092d57aca17ad08_1616571633595046167.jpeg,3000,4.2,19.0,DELIVERY_TAKEAWAY,20% OFF Family Bundles,FOOD,GRAB,43.0,1,1900-01-01 09:00:00,1900-01-01 19:00:00,1900-01-01 09:00:00,1900-01-01 19:00:00,1900-01-01 09:00:00,1900-01-01 19:00:00,1900-01-01 09:00:00,1900-01-01 19:00:00,1900-01-01 09:00:00,1900-01-01 19:00:00,1900-01-01 09:00:00,1900-01-01 19:00:00,1900-01-01 19:00:00,1900-01-01 09:00:00
SGDD07935,Dunkin' Donuts,Dunkin' Donuts - Harbourfront Centre,Singapore,"[""Snack"", ""Coffee"", ""Bakery"", ""Beverages"", ""Tea""]",SGD,580.0,1.2643298021199598,103.82011687924592,"{""open"": true, ""displayedHours"": ""10:00-20:30"", ""sun"": ""10:00-20:30"", ""mon"": ""10:00-20:30"", ""tue"": ""10:00-20:30"", ""wed"": ""10:00-20:30"", ""thu"": ""10:00-20:30"", ""fri"": ""10:00-20:30"", ""sat"": ""10:00-20:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD07935/hero/dunkinHERO.png,5000,4.6,207.0,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,41.0,1,1900-01-01 10:00:00,1900-01-01 20:30:00,1900-01-01 10:00:00,1900-01-01 20:30:00,1900-01-01 10:00:00,1900-01-01 20:30:00,1900-01-01 10:00:00,1900-01-01 20:30:00,1900-01-01 10:00:00,1900-01-01 20:30:00,1900-01-01 10:00:00,1900-01-01 20:30:00,1900-01-01 20:30:00,1900-01-01 10:00:00
4-C2DCCYVCRBDECJ,Starbucks,Starbucks - Harbourfront Centre,Singapore,"[""Coffee & Tea""]",SGD,730.0,1.2647893,103.820107,"{""open"": true, ""displayedHours"": ""08:00-20:30"", ""sun"": ""08:00-19:30"", ""mon"": ""08:00-19:30"", ""tue"": ""08:00-19:30"", ""wed"": ""09:00-19:30"", ""thu"": ""08:00-19:30"", ""fri"": ""08:00-20:30"", ""sat"": ""08:00-20:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DCCYVCRBDECJ/hero/59543e8459a04d56be2e68d33d9fea84_1618365022697097771.jpeg,5000,4.6,130.0,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,41.0,1,1900-01-01 08:00:00,1900-01-01 19:30:00,1900-01-01 08:00:00,1900-01-01 19:30:00,1900-01-01 09:00:00,1900-01-01 19:30:00,1900-01-01 08:00:00,1900-01-01 19:30:00,1900-01-01 08:00:00,1900-01-01 20:30:00,1900-01-01 08:00:00,1900-01-01 20:30:00,1900-01-01 19:30:00,1900-01-01 08:00:00
4-C2TTNJMYDCJUR2,The Pup's Boutique,The Pup's Boutique - Silat Avenue,Singapore,"[""Asian"", ""Bakery & Cake"", ""Coffee & Tea"", ""Pasta"", ""Pet Food""]",SGD,580.0,1.27722,103.83106,"{""open"": true, ""displayedHours"": ""11:00-19:00"", ""sun"": ""11:00-19:00"", ""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""11:00-19:00"", ""thu"": ""11:00-19:00"", ""fri"": ""11:00-19:00"", ""sat"": ""11:00-19:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TTNJMYDCJUR2/hero/44173c4a5d6945339e9538b37889ebec_1621125135249179328.jpeg,5000,,,DELIVERY_TAKEAWAY,,FOOD,GRAB,32.0,0,,,,,1900-01-01 11:00:00,1900-01-01 19:00:00,1900-01-01 11:00:00,1900-01-01 19:00:00,1900-01-01 11:00:00,1900-01-01 19:00:00,1900-01-01 11:00:00,1900-01-01 19:00:00,1900-01-01 19:00:00,1900-01-01 11:00:00
4-C2T3JBCKGKTJGE,55 Degree Celsius,55 Degree Celsius - Harbourfront Centre,Singapore,"[""Bakery & Cake"", ""Coffee & Tea""]",SGD,570.0,1.26508654314049,103.819863929222,"{""open"": true, ""displayedHours"": ""08:00-20:00"", ""sun"": ""08:00-20:00"", ""mon"": ""08:00-20:00"", ""tue"": ""08:00-20:00"", ""wed"": ""08:00-20:00"", ""thu"": ""08:00-20:00"", ""fri"": ""08:00-20:00"", ""sat"": ""08:00-20:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T3JBCKGKTJGE/hero/c23209bde51b45588e78843316db695a_1621940449389767367.jpg,5000,,,DELIVERY_TAKEAWAY,,FOOD,GRAB,31.0,0,1900-01-01 08:00:00,1900-01-01 20:00:00,1900-01-01 08:00:00,1900-01-01 20:00:00,1900-01-01 08:00:00,1900-01-01 20:00:00,1900-01-01 08:00:00,1900-01-01 20:00:00,1900-01-01 08:00:00,1900-01-01 20:00:00,1900-01-01 08:00:00,1900-01-01 20:00:00,1900-01-01 20:00:00,1900-01-01 08:00:00
4-C2MKVBCFNFMCKE,Round Boy Roasters,Round Boy Roasters - Jalan Bukit Merah,Singapore,"[""Beverages"", ""Coffee & Tea"", ""Local"", ""Mart""]",SGD,570.0,1.27766882756842,103.830874898148,"{""open"": true, ""displayedHours"": ""08:30-16:00"", ""sun"": ""08:30-16:00"", ""mon"": ""Closed"", ""tue"": ""08:00-14:00"", ""wed"": ""08:00-14:00"", ""thu"": ""08:00-14:00"", ""fri"": ""08:00-14:00"", ""sat"": ""08:30-16:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2MKVBCFNFMCKE/hero/1070ab6c0a2645229d3eddf344454c85_1616990445746467981.jpg,4000,,,ONLY_DELIVERY,,MART,GRAB,38.0,0,,,1900-01-01 08:00:00,1900-01-01 14:00:00,1900-01-01 08:00:00,1900-01-01 14:00:00,1900-01-01 08:00:00,1900-01-01 14:00:00,1900-01-01 08:00:00,1900-01-01 14:00:00,1900-01-01 08:30:00,1900-01-01 16:00:00,1900-01-01 16:00:00,1900-01-01 08:30:00
4-C2TVEZMALRLVNJ,@3,@3 - Kampong Bahru Road,Singapore,"[""Beverages"", ""Breakfast & Brunch"", ""Coffee & Tea"", ""Sandwiches"", ""Same Prices In-Store""]",SGD,600.0,1.2765941093862,103.835871834728,"{""open"": true, ""displayedHours"": ""08:00-20:00"", ""sun"": ""08:00-20:00"", ""mon"": ""08:00-14:00"", ""tue"": ""Closed"", ""wed"": ""08:00-20:00"", ""thu"": ""08:00-20:00"", ""fri"": ""08:00-20:00"", ""sat"": ""08:00-20:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TVEZMALRLVNJ/hero/7a01bd68304f4452bc44e2db0222116e_1621263928388570305.png,5000,5.0,,DELIVERY_TAKEAWAY,S$3.00 off delivery fee with S$30.00 min. order,FOOD,GRAB,39.0,0,1900-01-01 08:00:00,1900-01-01 14:00:00,,,1900-01-01 08:00:00,1900-01-01 20:00:00,1900-01-01 08:00:00,1900-01-01 20:00:00,1900-01-01 08:00:00,1900-01-01 20:00:00,1900-01-01 08:00:00,1900-01-01 20:00:00,1900-01-01 20:00:00,1900-01-01 08:00:00
4-C2T3GKJFRPABJ2,Three Point Two Gelato & Coffee House,Three Point Two Gelato & Coffee House - Kampong Bahru Road,Singapore,"[""Bakery & Cake"", ""Coffee & Tea"", ""Dessert"", ""Durian"", ""Ice Cream""]",SGD,650.0,1.2761714,103.8355593,"{""open"": true, ""displayedHours"": ""12:00-22:00"", ""sun"": ""12:00-22:00"", ""mon"": ""12:00-22:00"", ""tue"": ""12:00-22:00"", ""wed"": ""12:00-22:00"", ""thu"": ""12:00-22:00"", ""fri"": ""12:00-22:00"", ""sat"": ""12:00-22:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T3GKJFRPABJ2/hero/551b004306134d9ab643941733a6efce_1621932505808206375.jpg,5000,,,DELIVERY_TAKEAWAY,,FOOD,GRAB,38.0,0,1900-01-01 12:00:00,1900-01-01 22:00:00,1900-01-01 12:00:00,1900-01-01 22:00:00,1900-01-01 12:00:00,1900-01-01 22:00:00,1900-01-01 12:00:00,1900-01-01 22:00:00,1900-01-01 12:00:00,1900-01-01 22:00:00,1900-01-01 12:00:00,1900-01-01 22:00:00,1900-01-01 22:00:00,1900-01-01 12:00:00
4-CYU2BGE1R3JCWE,The Lokal,The Lokal - Neil Road [Islandwide Delivery],Singapore,"[""Breakfast & Brunch"", ""Vegetarian"", ""Islandwide Delivery"", ""Cold Brew"", ""Roasted Coffee Beans""]",SGD,680.0,1.2783282,103.8409855,"{""open"": true, ""displayedHours"": ""09:00-18:45"", ""sun"": ""09:00-18:45"", ""mon"": ""09:00-18:45"", ""tue"": ""09:00-18:45"", ""wed"": ""09:00-18:45"", ""thu"": ""09:00-18:45"", ""fri"": ""09:00-18:45"", ""sat"": ""09:00-18:45""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYU2BGE1R3JCWE/hero/4cf8e438185a4654a9b47abfb9a8add7_1588848520272519740.jpeg,25000,4.3,136.0,DELIVERY_TAKEAWAY,15% off Coffee By Paradise Coffee Roasters & Others,FOOD,GRAB,49.0,0,1900-01-01 09:00:00,1900-01-01 18:45:00,1900-01-01 09:00:00,1900-01-01 18:45:00,1900-01-01 09:00:00,1900-01-01 18:45:00,1900-01-01 09:00:00,1900-01-01 18:45:00,1900-01-01 09:00:00,1900-01-01 18:45:00,1900-01-01 09:00:00,1900-01-01 18:45:00,1900-01-01 18:45:00,1900-01-01 09:00:00
4-C2L2TFVGTTVZC2,Ballad Of Anna May,Ballad Of Anna May - Craig Road,Singapore,"[""Bakery & Cake"", ""Beverages"", ""Breakfast & Brunch"", ""Coffee & Tea"", ""Sandwiches""]",SGD,660.0,1.2781,103.84189,"{""open"": true, ""displayedHours"": ""07:30-15:30"", ""sun"": ""07:30-15:30"", ""mon"": ""07:30-15:30"", ""tue"": ""07:30-15:30"", ""wed"": ""07:30-15:30"", ""thu"": ""07:30-15:30"", ""fri"": ""07:30-15:30"", ""sat"": ""07:30-15:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2L2TFVGTTVZC2/hero/83cf710e8dcf43f6b30cf090727e8896_1615890050491981094.jpeg,3000,4.7,4.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,44.0,0,1900-01-01 07:30:00,1900-01-01 15:30:00,1900-01-01 07:30:00,1900-01-01 15:30:00,1900-01-01 07:30:00,1900-01-01 15:30:00,1900-01-01 07:30:00,1900-01-01 15:30:00,1900-01-01 07:30:00,1900-01-01 15:30:00,1900-01-01 07:30:00,1900-01-01 15:30:00,1900-01-01 15:30:00,1900-01-01 07:30:00
4-C2THVRCFANJDJX,Plain Vanilla Bakery,Plain Vanilla Bakery - Neil Road [Islandwide Delivery],Singapore,"[""Breakfast & Brunch"", ""Coffee & Tea"", ""Dessert""]",SGD,620.0,1.27711,103.83706,"{""open"": true, ""displayedHours"": ""07:30-19:00"", ""sun"": ""07:30-19:00"", ""mon"": ""07:30-19:00"", ""tue"": ""07:30-19:00"", ""wed"": ""07:30-19:00"", ""thu"": ""07:30-19:00"", ""fri"": ""07:30-19:00"", ""sat"": ""07:30-19:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2THVRCFANJDJX/hero/8629f9ed05a34fd8b9ab9c5840df703d_1620800264561879317.jpeg,25000,-1.0,,DELIVERY_TAKEAWAY,,FOOD,GRAB,37.0,0,1900-01-01 07:30:00,1900-01-01 19:00:00,1900-01-01 07:30:00,1900-01-01 19:00:00,1900-01-01 07:30:00,1900-01-01 19:00:00,1900-01-01 07:30:00,1900-01-01 19:00:00,1900-01-01 07:30:00,1900-01-01 19:00:00,1900-01-01 07:30:00,1900-01-01 19:00:00,1900-01-01 19:00:00,1900-01-01 07:30:00
SGDD02145,Woobbee,Woobbee - Tanjong Pagar,Singapore,"[""Beverages"", ""Coffee"", ""Bubble Tea"", ""Tea""]",SGD,500.0,1.2754156,103.84295571856998,"{""open"": true, ""displayedHours"": ""11:00-18:15"", ""sun"": ""Closed"", ""mon"": ""10:30-19:00"", ""tue"": ""10:30-19:00"", ""wed"": ""10:30-19:00"", ""thu"": ""10:30-19:00"", ""fri"": ""10:30-19:00"", ""sat"": ""11:00-18:15""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD02145/hero/Woobbee_Hero_960x540.jpg,3000,4.6,368.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,39.0,0,1900-01-01 10:30:00,1900-01-01 19:00:00,1900-01-01 10:30:00,1900-01-01 19:00:00,1900-01-01 10:30:00,1900-01-01 19:00:00,1900-01-01 10:30:00,1900-01-01 19:00:00,1900-01-01 10:30:00,1900-01-01 19:00:00,1900-01-01 11:00:00,1900-01-01 18:15:00,,
4-CZDTEB2FGBUBNE,Belle,Belle-Ville Pancake Cafe - 100 AM,Singapore,"[""Sandwiches"", ""Coffee"", ""Japanese"", ""Tea""]",SGD,490.0,1.2746526,103.8434826888889,"{""open"": true, ""displayedHours"": ""11:00-20:00"", ""sun"": ""11:00-20:00"", ""mon"": ""11:00-20:00"", ""tue"": ""11:00-20:00"", ""wed"": ""11:00-20:00"", ""thu"": ""11:00-20:00"", ""fri"": ""11:00-20:00"", ""sat"": ""11:00-20:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDTEB2FGBUBNE/hero/08fbd1e25c3e42369793bb2c55a6a638_1587348781064093379.jpeg,3000,4.3,29.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,43.0,0,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00
4-CZMATJB2R2WEAT,Wall Mart,Wall Mart - Telok Blangah Street 32,Singapore,"[""Mart"", ""Alcohol"", ""Personal Care"", ""Coffee & Tea""]",SGD,199.0,1.2734405,103.80924078866924,"{""open"": true, ""displayedHours"": ""10:00-17:00 18:00-21:00"", ""sun"": ""10:00-22:00"", ""mon"": ""09:00-22:00"", ""tue"": ""09:00-22:00"", ""wed"": ""09:00-22:00"", ""thu"": ""09:00-22:00"", ""fri"": ""09:00-22:00 23:00-23:59"", ""sat"": ""10:00-17:00 18:00-21:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZMATJB2R2WEAT/hero/a80e5144277e45db8108891be22545c5_1611567595862333755.jpg,10000,3.8,12.0,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",MART,GRAB,34.0,0,1900-01-01 09:00:00,1900-01-01 22:00:00,1900-01-01 09:00:00,1900-01-01 22:00:00,1900-01-01 09:00:00,1900-01-01 22:00:00,1900-01-01 09:00:00,1900-01-01 22:00:00,1900-01-01 09:00:00,,1900-01-01 10:00:00,,1900-01-01 22:00:00,1900-01-01 10:00:00
SGDD01934,Populus Food & Coffee Co.,Populus Food & Coffee Co. [Islandwide Delivery],Singapore,"[""Coffee"", ""Breakfast & Brunch"", ""Beverages"", ""Islandwide Delivery"", ""Cold Brew""]",SGD,640.0,1.2780792,103.8407983,"{""open"": true, ""displayedHours"": ""09:00-19:45"", ""sun"": ""09:00-19:45"", ""mon"": ""09:00-17:45"", ""tue"": ""09:00-17:45"", ""wed"": ""09:00-19:45"", ""thu"": ""09:00-19:45"", ""fri"": ""09:00-19:45"", ""sat"": ""09:00-19:45""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD01934/hero/aa5f01de5098b6fb8bbfac82b046d1b8,25000,4.4,230.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,37.0,0,1900-01-01 09:00:00,1900-01-01 17:45:00,1900-01-01 09:00:00,1900-01-01 17:45:00,1900-01-01 09:00:00,1900-01-01 19:45:00,1900-01-01 09:00:00,1900-01-01 19:45:00,1900-01-01 09:00:00,1900-01-01 19:45:00,1900-01-01 09:00:00,1900-01-01 19:45:00,1900-01-01 19:45:00,1900-01-01 09:00:00
SGDD06735,Bearded Bella,Bearded Bella - Tanjong Pagar [Islandwide Delivery],Singapore,"[""Local"", ""Islandwide Delivery"", ""Cold Brew"", ""Roasted Coffee Beans""]",SGD,510.0,1.27751094,103.84285793825543,"{""open"": true, ""displayedHours"": ""07:30-17:30"", ""sun"": ""07:30-17:30"", ""mon"": ""07:30-16:30"", ""tue"": ""07:30-16:30"", ""wed"": ""07:30-16:30"", ""thu"": ""07:30-16:30"", ""fri"": ""07:30-17:00 17:00-22:00"", ""sat"": ""07:30-17:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD06735/hero/DSC_9212.jpg,25000,4.5,132.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,45.0,0,1900-01-01 07:30:00,1900-01-01 16:30:00,1900-01-01 07:30:00,1900-01-01 16:30:00,1900-01-01 07:30:00,1900-01-01 16:30:00,1900-01-01 07:30:00,1900-01-01 16:30:00,1900-01-01 07:30:00,,1900-01-01 07:30:00,1900-01-01 17:30:00,1900-01-01 17:30:00,1900-01-01 07:30:00
4-CZEVTRL2EFMZAJ,Killiney,Killiney-Henderson Road - Apex - Henderson,Singapore,"[""Asian"", ""Beverages"", ""Coffee"", ""Local"", ""Italian""]",SGD,670.0,1.2829079096774194,103.82044313509132,"{""open"": true, ""displayedHours"": ""08:00-19:00"", ""sun"": ""Closed"", ""mon"": ""08:00-19:00"", ""tue"": ""08:00-19:00"", ""wed"": ""08:00-19:00"", ""thu"": ""08:00-19:00"", ""fri"": ""08:00-19:00"", ""sat"": ""08:00-19:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEVTRL2EFMZAJ/hero/5b207c2bd17a41bf8581709833545f1e_1593071744262781121.jpeg,5000,4.1,105.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,43.0,0,1900-01-01 08:00:00,1900-01-01 19:00:00,1900-01-01 08:00:00,1900-01-01 19:00:00,1900-01-01 08:00:00,1900-01-01 19:00:00,1900-01-01 08:00:00,1900-01-01 19:00:00,1900-01-01 08:00:00,1900-01-01 19:00:00,1900-01-01 08:00:00,1900-01-01 19:00:00,,
4-CY6XVVLKCKKTCA,40 Hands,40 Hands - Yong Siak Street [Islandwide Delivery],Singapore,"[""Breakfast & Brunch"", ""Local"", ""Islandwide Delivery"", ""Cold Brew"", ""Roasted Coffee Beans""]",SGD,860.0,1.2826581,103.83028951122664,"{""open"": true, ""displayedHours"": ""07:30-20:00"", ""sun"": ""07:30-20:00"", ""mon"": ""07:30-20:00"", ""tue"": ""07:30-20:00"", ""wed"": ""07:30-20:00"", ""thu"": ""07:30-20:00"", ""fri"": ""07:30-20:00"", ""sat"": ""07:30-20:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY6XVVLKCKKTCA/hero/f3c6d9009c854897b0ff85a502f20c4a_1596254088649994986.jpeg,25000,4.5,790.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,49.0,0,1900-01-01 07:30:00,1900-01-01 20:00:00,1900-01-01 07:30:00,1900-01-01 20:00:00,1900-01-01 07:30:00,1900-01-01 20:00:00,1900-01-01 07:30:00,1900-01-01 20:00:00,1900-01-01 07:30:00,1900-01-01 20:00:00,1900-01-01 07:30:00,1900-01-01 20:00:00,1900-01-01 20:00:00,1900-01-01 07:30:00
4-CZDWRPXALT62EA,Wildseed Cafe,Wildseed Cafe - Alkaff Mansion,Singapore,"[""Coffee"", ""Western"", ""Pasta"", ""Seafood"", ""Tea""]",SGD,640.0,1.2786793,103.8132329,"{""open"": true, ""displayedHours"": ""08:00-21:00"", ""sun"": ""08:00-21:00"", ""mon"": ""08:00-21:00"", ""tue"": ""08:00-21:00"", ""wed"": ""08:00-21:00"", ""thu"": ""08:00-21:00"", ""fri"": ""08:00-21:00"", ""sat"": ""08:00-21:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDWRPXALT62EA/hero/c4fef6af91b944809ae75a2e9eaf9fd9_1587373684108040959.jpg,5000,4.2,19.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,43.0,0,1900-01-01 08:00:00,1900-01-01 21:00:00,1900-01-01 08:00:00,1900-01-01 21:00:00,1900-01-01 08:00:00,1900-01-01 21:00:00,1900-01-01 08:00:00,1900-01-01 21:00:00,1900-01-01 08:00:00,1900-01-01 21:00:00,1900-01-01 08:00:00,1900-01-01 21:00:00,1900-01-01 21:00:00,1900-01-01 08:00:00
4-C2EAVNVVRU62AN,Trung Nguyen,Trung Nguyen - International Plaza,Singapore,"[""Asian"", ""Coffee & Tea"", ""Groceries"", ""Vietnamese"", ""Mart""]",SGD,199.0,1.275543894407132,103.84613716,"{""open"": true, ""displayedHours"": ""11:00-20:00"", ""sun"": ""Closed"", ""mon"": ""11:00-20:00"", ""tue"": ""11:00-20:00"", ""wed"": ""11:00-20:00"", ""thu"": ""11:00-20:00"", ""fri"": ""11:00-20:00"", ""sat"": ""11:00-20:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2EAVNVVRU62AN/hero/638ad2cf1d984c74ba01d5a292a1965b_1608179115214533470.jpeg,4000,5.0,1.0,ONLY_DELIVERY,,MART,GRAB,43.0,0,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,,
4-C2NYEFXXTFV3NX,The New And Old Café,The New And Old Café - International Plaza [Islandwide Delivery],Singapore,"[""Asian"", ""Beverages"", ""Coffee & Tea"", ""Local"", ""Singaporean""]",SGD,520.0,1.275803,103.846261,"{""open"": true, ""displayedHours"": ""10:30-19:30"", ""sun"": ""Closed"", ""mon"": ""08:30-19:30"", ""tue"": ""08:30-19:30"", ""wed"": ""08:30-19:30"", ""thu"": ""08:30-19:30"", ""fri"": ""08:30-19:30"", ""sat"": ""10:30-19:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NYEFXXTFV3NX/hero/2dff4e64440a4ba59ad85ee6307ac921_1620228636345406884.jpeg,25000,2.0,2.0,DELIVERY_TAKEAWAY,S$3.00 off with S$20.00 min. order,FOOD,GRAB,41.0,0,1900-01-01 08:30:00,1900-01-01 19:30:00,1900-01-01 08:30:00,1900-01-01 19:30:00,1900-01-01 08:30:00,1900-01-01 19:30:00,1900-01-01 08:30:00,1900-01-01 19:30:00,1900-01-01 08:30:00,1900-01-01 19:30:00,1900-01-01 10:30:00,1900-01-01 19:30:00,,
4-CZD1C2TTSA4HGN,O'Coffee Club Xpress,O'Coffee Club Xpress - Academia,Singapore,"[""Tea"", ""Western"", ""Coffee"", ""Pastries"", ""Eco-Friendly""]",SGD,530.0,1.2818372,103.8352761,"{""open"": true, ""displayedHours"": ""07:15-17:45"", ""sun"": ""07:00-17:45"", ""mon"": ""07:00-17:45"", ""tue"": ""07:00-17:45"", ""wed"": ""07:00-17:45"", ""thu"": ""07:00-17:45"", ""fri"": ""07:00-17:45"", ""sat"": ""07:15-17:45""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZD1C2TTSA4HGN/hero/d5a3612c192649bfadcb6399e0388cdf_1621492047222376816.jpeg,5000,4.6,22.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,45.0,0,1900-01-01 07:00:00,1900-01-01 17:45:00,1900-01-01 07:00:00,1900-01-01 17:45:00,1900-01-01 07:00:00,1900-01-01 17:45:00,1900-01-01 07:00:00,1900-01-01 17:45:00,1900-01-01 07:00:00,1900-01-01 17:45:00,1900-01-01 07:15:00,1900-01-01 17:45:00,1900-01-01 17:45:00,1900-01-01 07:00:00
4-CZDDC7BYR3WFTE,Baristart Coffee Singapore,Baristart Coffee Singapore - Tras Street [Islandwide Delivery],Singapore,"[""Coffee"", ""Japanese"", ""Dessert"", ""Islandwide Delivery""]",SGD,520.0,1.2777329,103.84431235789474,"{""open"": true, ""displayedHours"": ""09:00-20:30"", ""sun"": ""09:00-20:30"", ""mon"": ""09:00-20:30"", ""tue"": ""09:00-20:30"", ""wed"": ""09:00-20:30"", ""thu"": ""09:00-20:30"", ""fri"": ""09:00-20:30"", ""sat"": ""09:00-20:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDDC7BYR3WFTE/hero/b43142f0096b46559d0db5e9eec45aff_1587569514430745315.jpeg,25000,4.8,816.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,45.0,0,1900-01-01 09:00:00,1900-01-01 20:30:00,1900-01-01 09:00:00,1900-01-01 20:30:00,1900-01-01 09:00:00,1900-01-01 20:30:00,1900-01-01 09:00:00,1900-01-01 20:30:00,1900-01-01 09:00:00,1900-01-01 20:30:00,1900-01-01 09:00:00,1900-01-01 20:30:00,1900-01-01 20:30:00,1900-01-01 09:00:00
