id_source,name,address,country,cuisine,currency,delivery_cost,lat,lon,opening_hours,image_url,radius,rating,reviews_nr,delivery_options,promo,loc_type,delivery_by,delivery_time,is_mainstream_chain,mon_open,mon_close,tue_open,tue_close,wed_open,wed_close,thu_open,thu_close,fri_open,fri_close,sat_open,sat_close,sun_close,sun_open
4-CZJZAPLWR73WN6,MorphineCoffee,MorphineCoffee - Paya Lebar Road,Singapore,"[""Same Prices In-Store"", ""Coffee"", ""Snack"", ""Tea"", ""Roasted Coffee Beans""]",SGD,420.0,1.3178979835719158,103.8933625,"{""open"": true, ""displayedHours"": ""09:00-20:00"", ""sun"": ""09:00-18:00"", ""mon"": ""Closed"", ""tue"": ""09:00-18:00"", ""wed"": ""09:00-18:00"", ""thu"": ""09:00-18:00"", ""fri"": ""09:00-20:00"", ""sat"": ""09:00-20:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJZAPLWR73WN6/hero/2ff7bc727015441f9197d1d22dad3f1b_1599734676244661131.jpeg,5000,4.6,30.0,DELIVERY_TAKEAWAY,"Use ""GRAB5PLQ"" to enjoy a $5 discount, min spending of $15!",FOOD,GRAB,34.0,0,,,1900-01-01 09:00:00,1900-01-01 18:00:00,1900-01-01 09:00:00,1900-01-01 18:00:00,1900-01-01 09:00:00,1900-01-01 18:00:00,1900-01-01 09:00:00,1900-01-01 20:00:00,1900-01-01 09:00:00,1900-01-01 20:00:00,1900-01-01 18:00:00,1900-01-01 09:00:00
4-C2DZL8LHAEXEC2,Daisy's Dream Cafe,Daisy's Dream Cafe - KINEX,Singapore,"[""Asian"", ""Coffee & Tea"", ""Dessert""]",SGD,400.0,1.3151051267258629,103.8946267875,"{""open"": true, ""displayedHours"": ""11:00-20:30"", ""sun"": ""11:00-20:30"", ""mon"": ""Closed"", ""tue"": ""11:00-20:30"", ""wed"": ""11:00-20:30"", ""thu"": ""11:00-20:30"", ""fri"": ""11:00-20:30"", ""sat"": ""11:00-20:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DZL8LHAEXEC2/hero/493e932dedd944e2a71ba08753f65973_1608796515125035810.jpeg,5000,4.2,8.0,DELIVERY_TAKEAWAY,"Use ""KINEX5OFF"" to enjoy a $5 discount, min spending of $30!",FOOD,GRAB,38.0,0,,,1900-01-01 11:00:00,1900-01-01 20:30:00,1900-01-01 11:00:00,1900-01-01 20:30:00,1900-01-01 11:00:00,1900-01-01 20:30:00,1900-01-01 11:00:00,1900-01-01 20:30:00,1900-01-01 11:00:00,1900-01-01 20:30:00,1900-01-01 20:30:00,1900-01-01 11:00:00
4-C2TWVP5TEUDDTJ,Chanterelle Cafe,Chanterelle Cafe - Siglap V,Singapore,"[""Bakery & Cake"", ""Beverages"", ""Breakfast & Brunch"", ""Coffee & Tea""]",SGD,390.0,1.3128471,103.9237886,"{""open"": true, ""displayedHours"": ""08:30-19:30"", ""sun"": ""08:30-19:30"", ""mon"": ""09:00-18:30"", ""tue"": ""09:00-18:33"", ""wed"": ""09:00-18:30"", ""thu"": ""09:00-18:30"", ""fri"": ""08:30-19:30"", ""sat"": ""08:30-19:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TWVP5TEUDDTJ/hero/1c2ca72d63ad45d4bd3aa8e67ce0e02e_1621407706323974537.jpeg,5000,,,DELIVERY_TAKEAWAY,,FOOD,GRAB,22.0,0,1900-01-01 09:00:00,1900-01-01 18:30:00,1900-01-01 09:00:00,1900-01-01 18:33:00,1900-01-01 09:00:00,1900-01-01 18:30:00,1900-01-01 09:00:00,1900-01-01 18:30:00,1900-01-01 08:30:00,1900-01-01 19:30:00,1900-01-01 08:30:00,1900-01-01 19:30:00,1900-01-01 19:30:00,1900-01-01 08:30:00
4-CYV2N2CTJU6JGJ,Nana's Cafe Seafood,Nana's Cafe Seafood - King George's Avenue,Singapore,"[""Seafood"", ""Coffee"", ""Beverages"", ""Chicken"", ""Chinese""]",SGD,440.0,1.3086892,103.8606955,"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""Closed"", ""tue"": ""10:00-22:00"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYV2N2CTJU6JGJ/hero/efba10251ec34765894731bf3e6197fc_1566280179966939209.jpg,5000,4.2,40.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,28.0,0,,,1900-01-01 10:00:00,1900-01-01 22:00:00,,,,,,,,,,
4-C2EWV34DTJXAV6,Kalijodo Coffee,Kalijodo Coffee - Joo Chiat Road,Singapore,"[""Beverages"", ""Coffee & Tea""]",SGD,420.0,1.3068719692098951,103.90415677266952,"{""open"": true, ""displayedHours"": ""11:00-20:00"", ""sun"": ""11:00-20:00"", ""mon"": ""11:00-20:00"", ""tue"": ""11:00-20:00"", ""wed"": ""11:00-20:00"", ""thu"": ""11:00-20:00"", ""fri"": ""11:00-20:00"", ""sat"": ""11:00-20:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2EWV34DTJXAV6/hero/754f48e8810248eb9f3dfda7a6e9cdff_1609480678149541151.jpeg,5000,5.0,1.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,33.0,0,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00
4-C2JVBCCFJ3DUR2,C Cafe,C Cafe - Joo Chiat Road,Singapore,"[""Bakery & Cake"", ""Breakfast & Brunch"", ""Coffee & Tea"", ""Dessert""]",SGD,420.0,1.3062618044781222,103.9046971,"{""open"": true, ""displayedHours"": ""08:00-19:30"", ""sun"": ""08:00-19:30"", ""mon"": ""08:00-19:30"", ""tue"": ""08:00-19:30"", ""wed"": ""08:00-19:30"", ""thu"": ""08:00-19:30"", ""fri"": ""08:00-19:30"", ""sat"": ""08:00-19:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2JVBCCFJ3DUR2/hero/3fd50a6742e243d1aab2e303c3e0e8b0_1611208845560208700.jpg,5000,4.6,12.0,DELIVERY_TAKEAWAY_DINEIN,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,27.0,0,1900-01-01 08:00:00,1900-01-01 19:30:00,1900-01-01 08:00:00,1900-01-01 19:30:00,1900-01-01 08:00:00,1900-01-01 19:30:00,1900-01-01 08:00:00,1900-01-01 19:30:00,1900-01-01 08:00:00,1900-01-01 19:30:00,1900-01-01 08:00:00,1900-01-01 19:30:00,1900-01-01 19:30:00,1900-01-01 08:00:00
SGDD09116,Penny University,Penny University - East Coast Road,Singapore,"[""Coffee"", ""Breakfast & Brunch"", ""Western"", ""Sandwiches"", ""Tea""]",SGD,410.0,1.30886525,103.9120385,"{""open"": true, ""displayedHours"": ""08:00-20:30"", ""sun"": ""08:00-20:30"", ""mon"": ""08:00-20:30"", ""tue"": ""08:00-20:30"", ""wed"": ""08:00-20:30"", ""thu"": ""08:00-20:30"", ""fri"": ""08:00-20:30"", ""sat"": ""08:00-20:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD09116/hero/75r-24bits-100kb-2a6a8481c1dc6f45b450abf4b0ee4e9620f572ffd3743bd0868dcf8092e91883-4fb25a77d9a74271b45335c8343f367f_1563521020164959190.jpeg,5000,4.0,166.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,31.0,0,1900-01-01 08:00:00,1900-01-01 20:30:00,1900-01-01 08:00:00,1900-01-01 20:30:00,1900-01-01 08:00:00,1900-01-01 20:30:00,1900-01-01 08:00:00,1900-01-01 20:30:00,1900-01-01 08:00:00,1900-01-01 20:30:00,1900-01-01 08:00:00,1900-01-01 20:30:00,1900-01-01 20:30:00,1900-01-01 08:00:00
4-CZJEUFLGAFJUVA,Partea,Partea - Central Kitchen,Singapore,"[""Bubble Tea"", ""Chinese"", ""Coffee & Tea"", ""Fast Food"", ""Snack""]",SGD,800.0,1.3183298,103.8761066,"{""displayedHours"": ""Closed"", ""sun"": ""10:00-17:00"", ""mon"": ""10:00-17:00"", ""tue"": ""10:00-17:00"", ""wed"": ""10:00-17:00"", ""thu"": ""10:00-17:00"", ""fri"": ""10:00-17:00"", ""sat"": ""10:00-17:00"", ""tempClosed"": true}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJEUFLGAFJUVA/hero/c5f5a8defedf4e7d82f8d7a03ddd4a43_1605074781626730862.jpeg,5000,4.6,57.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,44.0,0,1900-01-01 10:00:00,1900-01-01 17:00:00,1900-01-01 10:00:00,1900-01-01 17:00:00,1900-01-01 10:00:00,1900-01-01 17:00:00,1900-01-01 10:00:00,1900-01-01 17:00:00,1900-01-01 10:00:00,1900-01-01 17:00:00,1900-01-01 10:00:00,1900-01-01 17:00:00,1900-01-01 17:00:00,1900-01-01 10:00:00
4-C2NZUEVKEFJ2AE,R Mehreen,R Mehreen - City Gate,Singapore,"[""Bakery & Cake"", ""Chicken"", ""Coffee & Tea"", ""Fast Food"", ""Same Prices In-Store""]",SGD,350.0,1.30269,103.862254,"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""09:00-18:00"", ""tue"": ""09:00-18:00"", ""wed"": ""09:00-18:00"", ""thu"": ""09:00-18:00"", ""fri"": ""10:00-20:00"", ""sat"": ""10:00-20:00"", ""tempClosed"": true}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NZUEVKEFJ2AE/hero/6ea845da92c14c9984f262a44fca06b9_1619753837012779303.jpeg,5000,,,DELIVERY_TAKEAWAY,,FOOD,GRAB,28.0,0,1900-01-01 09:00:00,1900-01-01 18:00:00,1900-01-01 09:00:00,1900-01-01 18:00:00,1900-01-01 09:00:00,1900-01-01 18:00:00,1900-01-01 09:00:00,1900-01-01 18:00:00,1900-01-01 10:00:00,1900-01-01 20:00:00,1900-01-01 10:00:00,1900-01-01 20:00:00,,
4-C2TZLTVJE2VKJX,Mad Roaster,Mad Roaster - Joo Chiat Road,Singapore,"[""Bakery & Cake"", ""Breakfast & Brunch"", ""Coffee & Tea""]",SGD,1170.0,1.30698,103.9042736,"{""displayedHours"": ""Closed"", ""sun"": ""09:30-15:00"", ""mon"": ""09:30-15:00"", ""tue"": ""09:30-15:00"", ""wed"": ""09:30-15:00"", ""thu"": ""09:30-15:00"", ""fri"": ""09:30-15:00"", ""sat"": ""09:30-15:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TZLTVJE2VKJX/hero/feaf91e85b6b4ada91440a79d4a92107_1621698475810631183.jpeg,2500,,,DELIVERY_TAKEAWAY,,FOOD,GRAB,32.0,0,1900-01-01 09:30:00,1900-01-01 15:00:00,1900-01-01 09:30:00,1900-01-01 15:00:00,1900-01-01 09:30:00,1900-01-01 15:00:00,1900-01-01 09:30:00,1900-01-01 15:00:00,1900-01-01 09:30:00,1900-01-01 15:00:00,1900-01-01 09:30:00,1900-01-01 15:00:00,1900-01-01 15:00:00,1900-01-01 09:30:00
4-C2TXGECUTFXZRE,Choice Cuts Goods + Coffee,Choice Cuts Goods + Coffee - Joo Chiat Road,Singapore,"[""Bakery & Cake"", ""Beverages"", ""Coffee & Tea"", ""Snack"", ""Western""]",SGD,1160.0,1.306483,103.9043604,"{""displayedHours"": ""Closed"", ""sun"": ""09:00-18:00"", ""mon"": ""09:00-18:00"", ""tue"": ""09:00-18:00"", ""wed"": ""09:00-18:00"", ""thu"": ""09:00-18:00"", ""fri"": ""09:00-18:00"", ""sat"": ""09:00-18:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TXGECUTFXZRE/hero/9ef6ec862c7a4f73a6530858258bda5e_1621504202032321809.jpeg,5000,,,DELIVERY_TAKEAWAY,,FOOD,GRAB,31.0,0,1900-01-01 09:00:00,1900-01-01 18:00:00,1900-01-01 09:00:00,1900-01-01 18:00:00,1900-01-01 09:00:00,1900-01-01 18:00:00,1900-01-01 09:00:00,1900-01-01 18:00:00,1900-01-01 09:00:00,1900-01-01 18:00:00,1900-01-01 09:00:00,1900-01-01 18:00:00,1900-01-01 18:00:00,1900-01-01 09:00:00
4-CY6UN2L2TFM1GA,Fun To Go,Fun To Go - Paya Lebar Square,Singapore,"[""Coffee"", ""Tea"", ""Dim Sum""]",SGD,850.0,1.31911095,103.8929618,"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""07:30-17:00"", ""tue"": ""07:30-17:00"", ""wed"": ""07:30-17:00"", ""thu"": ""07:30-17:00"", ""fri"": ""07:30-17:00"", ""sat"": ""Closed""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY6UN2L2TFM1GA/hero/7add5e30ed784afb8ac3e4a408b333cd_1582856601393262241.jpeg,5000,4.5,17.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,33.0,0,1900-01-01 07:30:00,1900-01-01 17:00:00,1900-01-01 07:30:00,1900-01-01 17:00:00,1900-01-01 07:30:00,1900-01-01 17:00:00,1900-01-01 07:30:00,1900-01-01 17:00:00,1900-01-01 07:30:00,1900-01-01 17:00:00,,,,
4-CYTYNYK1HA42JX,Builders At Sims,Builders At Sims - Sims Place,Singapore,"[""Tea"", ""Western"", ""Cake"", ""Coffee"", ""Cold Brew""]",SGD,400.0,1.31769561,103.8799786,"{""open"": true, ""displayedHours"": ""10:00-20:00"", ""sun"": ""10:00-20:00"", ""mon"": ""10:00-20:00"", ""tue"": ""10:00-20:00"", ""wed"": ""10:00-20:00"", ""thu"": ""10:00-20:00"", ""fri"": ""10:00-20:00"", ""sat"": ""10:00-20:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYTYNYK1HA42JX/hero/f6516beecf5a4812a27b9dc31e400e43_1561605076182128648.png,5000,4.7,132.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,37.0,0,1900-01-01 10:00:00,1900-01-01 20:00:00,1900-01-01 10:00:00,1900-01-01 20:00:00,1900-01-01 10:00:00,1900-01-01 20:00:00,1900-01-01 10:00:00,1900-01-01 20:00:00,1900-01-01 10:00:00,1900-01-01 20:00:00,1900-01-01 10:00:00,1900-01-01 20:00:00,1900-01-01 20:00:00,1900-01-01 10:00:00
4-CYVFJ3BETULART,The Brewing Ground,The Brewing Ground - Joo Chiat Place,Singapore,"[""Western"", ""Coffee & Tea"", ""Breakfast & Brunch"", ""Burger"", ""Pasta""]",SGD,1500.0,1.315332,103.91188,"{""displayedHours"": ""Closed"", ""sun"": ""08:30-16:30"", ""mon"": ""08:30-16:30"", ""tue"": ""08:30-16:30"", ""wed"": ""08:30-16:30"", ""thu"": ""08:30-16:30"", ""fri"": ""08:30-16:30"", ""sat"": ""08:30-16:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYVFJ3BETULART/hero/bd5bedbd15df441881c6792db1329f6b_1622769447771188446.jpeg,3000,,,DELIVERY_TAKEAWAY,,FOOD,GRAB,28.0,0,1900-01-01 08:30:00,1900-01-01 16:30:00,1900-01-01 08:30:00,1900-01-01 16:30:00,1900-01-01 08:30:00,1900-01-01 16:30:00,1900-01-01 08:30:00,1900-01-01 16:30:00,1900-01-01 08:30:00,1900-01-01 16:30:00,1900-01-01 08:30:00,1900-01-01 16:30:00,1900-01-01 16:30:00,1900-01-01 08:30:00
4-C2LGTLCDV7UXN2,The Whole Kitchen Bakery Cafe,The Whole Kitchen Bakery Cafe - The Odeon Katong [Islandwide Delivery],Singapore,"[""Bakery & Cake"", ""Breakfast & Brunch"", ""Coffee & Tea"", ""Sandwiches"", ""Western""]",SGD,1090.0,1.3046188729588266,103.902039155748,"{""displayedHours"": ""Closed"", ""sun"": ""08:00-16:30"", ""mon"": ""08:00-15:00"", ""tue"": ""08:00-15:00"", ""wed"": ""08:00-15:00"", ""thu"": ""08:00-15:00"", ""fri"": ""08:00-15:00"", ""sat"": ""08:00-16:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2LGTLCDV7UXN2/hero/53a620fa3d6943e78ceae464f9047f40_1614744081155482622.png,25000,3.2,13.0,DELIVERY_TAKEAWAY,10% off with S$30.00 min. order,FOOD,GRAB,34.0,0,1900-01-01 08:00:00,1900-01-01 15:00:00,1900-01-01 08:00:00,1900-01-01 15:00:00,1900-01-01 08:00:00,1900-01-01 15:00:00,1900-01-01 08:00:00,1900-01-01 15:00:00,1900-01-01 08:00:00,1900-01-01 15:00:00,1900-01-01 08:00:00,1900-01-01 16:30:00,1900-01-01 16:30:00,1900-01-01 08:00:00
SGDD11420,Starbucks,Starbucks - Bedok Mall,Singapore,"[""Beverages"", ""Snack"", ""Coffee"", ""Bakery"", ""Tea""]",SGD,450.0,1.3248508833333337,103.92983007431027,"{""open"": true, ""displayedHours"": ""07:30-22:00"", ""sun"": ""07:30-22:00"", ""mon"": ""07:30-22:00"", ""tue"": ""07:30-22:00"", ""wed"": ""07:30-22:00"", ""thu"": ""07:30-22:00"", ""fri"": ""07:30-22:00"", ""sat"": ""07:30-22:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD11420/hero/c4620240e4b54c0f92b5b366448f9e7f_1618365004866545685.jpeg,5000,4.4,2365.0,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,35.0,1,1900-01-01 07:30:00,1900-01-01 22:00:00,1900-01-01 07:30:00,1900-01-01 22:00:00,1900-01-01 07:30:00,1900-01-01 22:00:00,1900-01-01 07:30:00,1900-01-01 22:00:00,1900-01-01 07:30:00,1900-01-01 22:00:00,1900-01-01 07:30:00,1900-01-01 22:00:00,1900-01-01 22:00:00,1900-01-01 07:30:00
4-C2DDABLAETM2FE,Tea Quest Lab,Tea Quest Lab - Katong Shopping Centre,Singapore,"[""Coffee & Tea""]",SGD,1130.0,1.3034751,103.9007666,"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""Closed"", ""tue"": ""10:00-18:00"", ""wed"": ""10:00-18:00"", ""thu"": ""10:00-18:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-18:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DDABLAETM2FE/hero/ea2d3776e5c94ff8906ca19e41cc9b1c_1608345955299415107.jpeg,5000,,,DELIVERY_TAKEAWAY,,FOOD,GRAB,27.0,0,,,1900-01-01 10:00:00,1900-01-01 18:00:00,1900-01-01 10:00:00,1900-01-01 18:00:00,1900-01-01 10:00:00,1900-01-01 18:00:00,1900-01-01 10:00:00,1900-01-01 18:00:00,1900-01-01 10:00:00,1900-01-01 18:00:00,,
4-C2T1J8CENN4AN6,East Coast Commune,East Coast Commune - East Coast Parkway,Singapore,"[""Coffee & Tea"", ""Breakfast & Brunch"", ""Kids Friendly"", ""Alcoholic Beverages"", ""Cafe""]",SGD,1210.0,1.30107,103.912791,"{""displayedHours"": ""Closed"", ""sun"": ""08:30-17:30"", ""mon"": ""08:30-17:30"", ""tue"": ""Closed"", ""wed"": ""08:30-17:30"", ""thu"": ""08:30-17:30"", ""fri"": ""08:30-17:30"", ""sat"": ""08:30-17:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T1J8CENN4AN6/hero/a3bf7da9d96f4d6f88236f347311c215_1622368828167475817.jpeg,2500,4.5,,DELIVERY_TAKEAWAY,,FOOD,GRAB,42.0,0,1900-01-01 08:30:00,1900-01-01 17:30:00,,,1900-01-01 08:30:00,1900-01-01 17:30:00,1900-01-01 08:30:00,1900-01-01 17:30:00,1900-01-01 08:30:00,1900-01-01 17:30:00,1900-01-01 08:30:00,1900-01-01 17:30:00,1900-01-01 17:30:00,1900-01-01 08:30:00
4-C2UFC3MGVUC3EN,You Tiao Mei,You Tiao Mei - Bedok Bus Interchange,Singapore,"[""Asian"", ""Breakfast & Brunch"", ""Chinese"", ""Coffee & Tea""]",SGD,1840.0,1.32533,103.92824,"{""displayedHours"": ""Closed"", ""sun"": ""07:00-19:30"", ""mon"": ""07:00-19:30"", ""tue"": ""07:00-19:30"", ""wed"": ""07:00-19:30"", ""thu"": ""07:00-19:30"", ""fri"": ""07:00-19:30"", ""sat"": ""07:00-19:30"", ""tempClosed"": true}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2UFC3MGVUC3EN/hero/b7cd9946d5fe4214a3a65a4e31c1f710_1622516567073145705.jpg,5000,,,DELIVERY_TAKEAWAY,,FOOD,GRAB,33.0,0,1900-01-01 07:00:00,1900-01-01 19:30:00,1900-01-01 07:00:00,1900-01-01 19:30:00,1900-01-01 07:00:00,1900-01-01 19:30:00,1900-01-01 07:00:00,1900-01-01 19:30:00,1900-01-01 07:00:00,1900-01-01 19:30:00,1900-01-01 07:00:00,1900-01-01 19:30:00,1900-01-01 19:30:00,1900-01-01 07:00:00
4-CZCTERN3V7B3CJ,Hoshino Coffee,Hoshino Coffee - Bedok Point,Singapore,"[""Japanese"", ""Western"", ""Coffee""]",SGD,460.0,1.3245966,103.93243223591024,"{""open"": true, ""displayedHours"": ""08:00-20:45"", ""sun"": ""09:00-21:30"", ""mon"": ""11:30-21:30"", ""tue"": ""11:30-21:30"", ""wed"": ""11:30-21:30"", ""thu"": ""11:30-21:30"", ""fri"": ""11:30-21:30"", ""sat"": ""09:00-21:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZCTERN3V7B3CJ/hero/adcd9e9da90249b08949d8d5361d29dd_1591864170119086624.jpeg,5000,3.8,266.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,37.0,0,1900-01-01 11:30:00,1900-01-01 21:30:00,1900-01-01 11:30:00,1900-01-01 21:30:00,1900-01-01 11:30:00,1900-01-01 21:30:00,1900-01-01 11:30:00,1900-01-01 21:30:00,1900-01-01 11:30:00,1900-01-01 21:30:00,1900-01-01 09:00:00,1900-01-01 21:30:00,1900-01-01 21:30:00,1900-01-01 09:00:00
4-C2E3EPVCNEKGRJ,Simply Wrapps,Simply Wrapps - Stadium Boulevard,Singapore,"[""Beverages"", ""Breakfast & Brunch"", ""Coffee & Tea"", ""Healthy"", ""Salad""]",SGD,450.0,1.3043972,103.8820126333096,"{""open"": true, ""displayedHours"": ""10:00-21:30"", ""sun"": ""10:00-21:30"", ""mon"": ""10:00-21:30"", ""tue"": ""10:00-21:30"", ""wed"": ""10:00-21:30"", ""thu"": ""10:00-21:30"", ""fri"": ""10:00-21:30"", ""sat"": ""10:00-21:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2E3EPVCNEKGRJ/hero/124d29b8ba624f74a33a4a6b4dd32c23_1609928392293268708.jpeg,5000,4.3,35.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,42.0,0,1900-01-01 10:00:00,1900-01-01 21:30:00,1900-01-01 10:00:00,1900-01-01 21:30:00,1900-01-01 10:00:00,1900-01-01 21:30:00,1900-01-01 10:00:00,1900-01-01 21:30:00,1900-01-01 10:00:00,1900-01-01 21:30:00,1900-01-01 10:00:00,1900-01-01 21:30:00,1900-01-01 21:30:00,1900-01-01 10:00:00
4-CZDJJLETR4JHNN,FatCat Ice Cream Bar,FatCat Ice Cream Bar - Bedok North Ave 2,Singapore,"[""Coffee"", ""Dessert"", ""Tea"", ""Bubble Tea""]",SGD,470.0,1.328270505469987,103.9308565,"{""open"": true, ""displayedHours"": ""11:30-20:00"", ""sun"": ""11:30-20:00"", ""mon"": ""11:30-20:00"", ""tue"": ""Closed"", ""wed"": ""11:30-20:00"", ""thu"": ""11:30-20:00"", ""fri"": ""11:30-20:00"", ""sat"": ""11:30-20:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDJJLETR4JHNN/hero/2ebb768e82134da197ca5284d98230c8_1586930359693414063.jpeg,5000,4.5,127.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,38.0,0,1900-01-01 11:30:00,1900-01-01 20:00:00,,,1900-01-01 11:30:00,1900-01-01 20:00:00,1900-01-01 11:30:00,1900-01-01 20:00:00,1900-01-01 11:30:00,1900-01-01 20:00:00,1900-01-01 11:30:00,1900-01-01 20:00:00,1900-01-01 20:00:00,1900-01-01 11:30:00
4-C2LFPAEKCNL3PA,Farlida Cafe,Farlida Cafe - Bedok North Street 3,Singapore,"[""Bubble Tea"", ""Coffee & Tea""]",SGD,580.0,1.3327005856944965,103.93059183432224,"{""open"": true, ""displayedHours"": ""11:00-20:00"", ""sun"": ""11:00-20:00"", ""mon"": ""11:00-20:00"", ""tue"": ""11:00-20:00"", ""wed"": ""11:00-20:00"", ""thu"": ""11:00-20:00"", ""fri"": ""11:00-20:00"", ""sat"": ""11:00-20:00""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2LFPAEKCNL3PA/hero/b2851be5de2745f19b5295524d885a33_1614568089233353372.jpg,5000,4.8,9.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,46.0,0,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00,1900-01-01 20:00:00,1900-01-01 20:00:00,1900-01-01 11:00:00
SGDD06493,The Scoop Place Ice Cream,The Scoop Place Ice Cream - siglap,Singapore,"[""Ice Cream"", ""Dessert"", ""Coffee"", ""Tea"", ""Mart""]",SGD,1590.0,1.31264108,103.92327646666666,"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""13:30-18:30"", ""tue"": ""13:30-18:30"", ""wed"": ""13:30-18:30"", ""thu"": ""13:30-18:30"", ""fri"": ""13:30-18:30"", ""sat"": ""12:30-18:30""}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD06493/hero/75r-24bits-100kb-d3ef2a7ff7688936f26c4871dc9820773ee5d2c2bc0304117371339a4535fdd3-aba3e5d8f20545849a38fd4c507090fa_1563424790421989651.jpeg,5000,4.8,32.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,25.0,0,1900-01-01 13:30:00,1900-01-01 18:30:00,1900-01-01 13:30:00,1900-01-01 18:30:00,1900-01-01 13:30:00,1900-01-01 18:30:00,1900-01-01 13:30:00,1900-01-01 18:30:00,1900-01-01 13:30:00,1900-01-01 18:30:00,1900-01-01 12:30:00,1900-01-01 18:30:00,,
